x	y	spp1	var1	var2
-4.525490185	39.8891558	0	49	328
-4.525490185	41.8891558	0	50	292
-4.525490185	39.3891558	0	54	345
-4.525490185	40.8891558	0	58	278
-4.525490185	42.3891558	0	59	276
-4.525490185	38.8891558	0	69	353
-4.525490185	42.8891558	0	88	243
-4.525490185	38.3891558	0	90	348
-4.525490185	37.8891558	0	92	355
-4.525490185	37.3891558	0	96	326
-4.525490185	36.8891558	0	101	302
-4.525490185	51.8891558	0	107	190
-4.525490185	58.3891558	1	110	172
-4.525490185	43.3891558	1	120	210
-4.525490185	57.8891558	1	151	159
-4.525490185	55.3891558	1	156	172
-4.525490185	55.8891558	1	163	177
-4.525490185	57.3891558	1	193	162
-4.525490185	56.3891558	1	220	180
-4.525490185	56.8891558	1	258	150
-4.025490185	40.3891558	0	43	322
-4.025490185	39.8891558	0	49	328
-4.025490185	39.3891558	0	50	341
-4.025490185	41.8891558	0	51	285
-4.025490185	41.3891558	0	51	283
-4.025490185	42.3891558	0	58	272
-4.025490185	40.8891558	0	62	269
-4.025490185	38.8891558	0	64	347
-4.025490185	37.8891558	0	77	351
-4.025490185	37.3891558	0	77	326
-4.025490185	36.8891558	0	79	303
-4.025490185	38.3891558	0	84	349
-4.025490185	42.8891558	0	86	238
-4.025490185	58.3891558	1	99	164
-4.025490185	57.8891558	1	101	170
-4.025490185	43.3891558	1	112	232
-4.025490185	52.3891558	1	116	181
-4.025490185	51.8891558	1	119	198
-4.025490185	50.8891558	1	125	194
-4.025490185	55.8891558	1	138	179
-4.025490185	48.3891558	1	138	201
-4.025490185	56.3891558	1	156	186
-4.025490185	57.3891558	1	167	158
-4.025490185	55.3891558	1	176	168
-4.025490185	56.8891558	1	177	175
-3.525490185	39.8891558	0	47	328
-3.525490185	36.8891558	0	52	309
-3.525490185	41.8891558	0	53	278
-3.525490185	39.3891558	0	53	331
-3.525490185	40.3891558	0	54	316
-3.525490185	41.3891558	0	56	274
-3.525490185	40.8891558	0	56	287
-3.525490185	38.8891558	0	56	343
-3.525490185	42.3891558	0	60	261
-3.525490185	37.3891558	0	60	332
-3.525490185	38.3891558	0	72	351
-3.525490185	37.8891558	0	79	349
-3.525490185	57.3891558	1	83	196
-3.525490185	42.8891558	1	86	236
-3.525490185	58.3891558	1	95	159
-3.525490185	50.3891558	0	111	199
-3.525490185	55.8891558	1	121	177
-3.525490185	56.3891558	1	122	177
-3.525490185	55.3891558	1	122	183
-3.525490185	43.3891558	1	122	222
-3.525490185	50.8891558	1	127	196
-3.525490185	48.3891558	1	128	202
-3.525490185	56.8891558	1	130	173
-3.525490185	51.8891558	1	145	199
-3.525490185	52.8891558	1	193	166
-3.525490185	52.3891558	1	211	176
-3.025490185	39.8891558	0	48	324
-3.025490185	39.3891558	0	49	333
-3.025490185	40.8891558	0	53	293
-3.025490185	40.3891558	0	53	317
-3.025490185	38.8891558	0	56	334
-3.025490185	38.3891558	0	58	342
-3.025490185	41.8891558	0	60	270
-3.025490185	37.8891558	0	61	337
-3.025490185	41.3891558	0	69	260
-3.025490185	37.3891558	0	70	315
-3.025490185	56.3891558	1	83	180
-3.025490185	42.8891558	1	88	240
-3.025490185	55.8891558	1	97	180
-3.025490185	42.3891558	0	99	210
-3.025490185	56.8891558	1	103	167
-3.025490185	53.3891558	1	103	185
-3.025490185	52.8891558	1	103	190
-3.025490185	54.3891558	1	104	194
-3.025490185	54.8891558	1	109	186
-3.025490185	47.8891558	1	113	212
-3.025490185	57.3891558	1	115	154
-3.025490185	50.8891558	1	118	194
-3.025490185	48.3891558	1	118	202
-3.025490185	52.3891558	1	144	188
-3.025490185	51.8891558	1	150	197
-3.025490185	55.3891558	1	151	175
-2.525490185	36.8891558	0	34	297
-2.525490185	39.3891558	0	49	326
-2.525490185	40.3891558	0	52	305
-2.525490185	39.8891558	0	54	313
-2.525490185	38.8891558	0	59	320
-2.525490185	37.8891558	0	59	317
-2.525490185	41.3891558	0	60	279
-2.525490185	40.8891558	0	60	282
-2.525490185	38.3891558	0	60	322
-2.525490185	41.8891558	0	66	272
-2.525490185	56.8891558	1	70	182
-2.525490185	52.8891558	1	71	193
-2.525490185	52.3891558	1	74	200
-2.525490185	57.3891558	1	75	177
-2.525490185	42.3891558	0	75	254
-2.525490185	55.8891558	1	83	186
-2.525490185	42.8891558	1	85	250
-2.525490185	53.3891558	1	88	192
-2.525490185	51.3891558	1	89	209
-2.525490185	50.8891558	1	90	208
-2.525490185	37.3891558	0	94	278
-2.525490185	47.8891558	1	105	213
-2.525490185	53.8891558	1	106	195
-2.525490185	48.3891558	1	106	205
-2.525490185	51.8891558	1	108	200
-2.525490185	55.3891558	1	109	178
-2.525490185	54.8891558	1	109	185
-2.525490185	54.3891558	1	132	193
-2.025490185	39.3891558	0	49	318
-2.025490185	37.3891558	0	54	298
-2.025490185	41.3891558	0	59	282
-2.025490185	39.8891558	0	59	307
-2.025490185	38.8891558	0	60	309
-2.025490185	52.3891558	1	62	206
-2.025490185	38.3891558	0	63	308
-2.025490185	37.8891558	0	66	300
-2.025490185	52.8891558	1	68	199
-2.025490185	40.3891558	0	68	288
-2.025490185	41.8891558	0	71	268
-2.025490185	40.8891558	0	71	268
-2.025490185	51.8891558	1	74	209
-2.025490185	57.3891558	0	79	177
-2.025490185	42.3891558	1	80	252
-2.025490185	51.3891558	1	83	210
-2.025490185	55.3891558	1	84	181
-2.025490185	53.3891558	1	85	199
-2.025490185	48.3891558	1	87	214
-2.025490185	47.8891558	1	89	225
-2.025490185	50.8891558	1	92	210
-2.025490185	42.8891558	1	98	242
-2.025490185	54.8891558	1	110	176
-2.025490185	53.8891558	1	155	188
-2.025490185	54.3891558	1	160	171
-1.525490185	38.3891558	0	45	325
-1.525490185	37.8891558	0	46	313
-1.525490185	39.3891558	0	48	309
-1.525490185	38.8891558	0	56	306
-1.525490185	39.8891558	0	60	293
-1.525490185	42.3891558	1	61	290
-1.525490185	52.3891558	1	62	207
-1.525490185	41.3891558	0	63	268
-1.525490185	51.8891558	1	67	207
-1.525490185	52.8891558	1	68	208
-1.525490185	40.8891558	0	74	252
-1.525490185	40.3891558	0	78	259
-1.525490185	54.8891558	1	79	184
-1.525490185	48.3891558	1	80	223
-1.525490185	51.3891558	1	81	213
-1.525490185	47.8891558	1	82	231
-1.525490185	41.8891558	0	82	244
-1.525490185	53.8891558	1	89	201
-1.525490185	47.3891558	1	89	234
-1.525490185	54.3891558	1	91	189
-1.525490185	50.8891558	1	91	214
-1.525490185	46.8891558	1	97	233
-1.525490185	53.3891558	1	115	196
-1.525490185	42.8891558	1	118	263
-1.525490185	43.3891558	1	160	245
-1.025490185	37.8891558	0	47	321
-1.025490185	41.8891558	1	55	298
-1.025490185	39.8891558	0	55	282
-1.025490185	39.3891558	0	55	295
-1.025490185	38.8891558	0	56	301
-1.025490185	38.3891558	0	57	303
-1.025490185	52.3891558	1	60	210
-1.025490185	53.8891558	1	61	203
-1.025490185	52.8891558	1	61	214
-1.025490185	51.8891558	1	62	213
-1.025490185	54.3891558	1	67	195
-1.025490185	41.3891558	0	67	252
-1.025490185	53.3891558	1	68	208
-1.025490185	42.3891558	1	68	277
-1.025490185	40.3891558	0	68	259
-1.025490185	40.8891558	0	77	236
-1.025490185	47.8891558	1	80	234
-1.025490185	51.3891558	1	81	212
-1.025490185	48.3891558	1	82	228
-1.025490185	47.3891558	1	84	238
-1.025490185	48.8891558	1	90	217
-1.025490185	50.8891558	0	91	218
-1.025490185	46.8891558	1	92	235
-1.025490185	49.3891558	1	97	213
-1.025490185	42.8891558	1	111	254
-1.025490185	44.8891558	1	127	250
-1.025490185	44.3891558	1	144	250
-1.025490185	43.3891558	1	146	248
-1.025490185	43.8891558	1	157	248
-0.525490185	41.8891558	1	51	293
-0.525490185	41.3891558	1	54	284
-0.525490185	53.3891558	1	57	210
-0.525490185	52.3891558	1	57	217
-0.525490185	38.3891558	0	58	320
-0.525490185	53.8891558	1	60	203
-0.525490185	52.8891558	1	60	213
-0.525490185	39.8891558	0	61	284
-0.525490185	42.3891558	1	65	266
-0.525490185	40.3891558	0	65	257
-0.525490185	51.8891558	1	67	216
-0.525490185	39.3891558	0	69	294
-0.525490185	38.8891558	0	69	286
-0.525490185	54.3891558	1	73	197
-0.525490185	47.8891558	1	74	241
-0.525490185	40.8891558	0	77	235
-0.525490185	47.3891558	1	78	240
-0.525490185	48.3891558	1	81	230
-0.525490185	51.3891558	1	87	219
-0.525490185	48.8891558	1	89	214
-0.525490185	46.8891558	1	91	235
-0.525490185	42.8891558	1	92	234
-0.525490185	46.3891558	1	95	245
-0.525490185	45.8891558	1	102	247
-0.525490185	44.8891558	1	110	257
-0.525490185	43.3891558	1	114	252
-0.525490185	44.3891558	1	123	259
-0.525490185	43.8891558	1	127	257
-0.025490185	41.3891558	1	50	300
-0.025490185	52.3891558	1	52	214
-0.025490185	41.8891558	1	52	290
-0.025490185	52.8891558	1	56	215
-0.025490185	53.3891558	1	60	209
-0.025490185	51.8891558	1	64	217
-0.025490185	40.3891558	0	65	259
-0.025490185	40.8891558	1	68	258
-0.025490185	51.3891558	1	69	222
-0.025490185	47.8891558	1	73	245
-0.025490185	47.3891558	1	74	245
-0.025490185	48.8891558	1	80	223
-0.025490185	42.3891558	1	80	235
-0.025490185	48.3891558	1	83	226
-0.025490185	46.8891558	1	85	243
-0.025490185	43.3891558	1	92	246
-0.025490185	46.3891558	1	96	247
-0.025490185	45.8891558	1	96	256
-0.025490185	45.3891558	1	100	255
-0.025490185	43.8891558	1	101	260
-0.025490185	44.8891558	1	102	260
-0.025490185	44.3891558	1	106	261
-0.025490185	42.8891558	1	117	186
0.474509815	52.3891558	1	52	211
0.474509815	41.3891558	1	53	309
0.474509815	52.8891558	1	56	211
0.474509815	41.8891558	1	56	300
0.474509815	51.8891558	1	58	218
0.474509815	47.8891558	1	69	247
0.474509815	47.3891558	1	69	251
0.474509815	48.3891558	1	70	238
0.474509815	51.3891558	1	71	219
0.474509815	48.8891558	1	76	222
0.474509815	46.8891558	1	76	247
0.474509815	40.8891558	1	77	249
0.474509815	49.3891558	1	78	222
0.474509815	43.3891558	1	81	250
0.474509815	42.3891558	1	82	249
0.474509815	43.8891558	1	85	260
0.474509815	46.3891558	1	87	249
0.474509815	50.8891558	0	88	211
0.474509815	44.3891558	1	93	261
0.474509815	45.8891558	1	95	255
0.474509815	44.8891558	1	95	262
0.474509815	45.3891558	1	97	259
0.474509815	42.8891558	1	142	145
0.974509815	51.8891558	0	54	214
0.974509815	52.3891558	1	56	206
0.974509815	41.8891558	1	58	306
0.974509815	52.8891558	1	63	202
0.974509815	47.8891558	1	67	245
0.974509815	47.3891558	1	67	250
0.974509815	41.3891558	1	67	279
0.974509815	48.3891558	1	68	234
0.974509815	48.8891558	1	70	224
0.974509815	49.3891558	1	73	224
0.974509815	46.8891558	1	74	249
0.974509815	43.8891558	1	78	260
0.974509815	49.8891558	1	80	222
0.974509815	43.3891558	1	81	258
0.974509815	44.3891558	1	83	261
0.974509815	42.3891558	1	86	259
0.974509815	46.3891558	1	87	250
0.974509815	44.8891558	1	90	262
0.974509815	45.3891558	1	99	258
0.974509815	45.8891558	1	103	249
0.974509815	42.8891558	1	110	218
1.474509815	52.3891558	1	61	204
1.474509815	48.8891558	1	62	229
1.474509815	48.3891558	1	63	237
1.474509815	49.3891558	1	64	234
1.474509815	47.8891558	1	64	244
1.474509815	47.3891558	1	67	245
1.474509815	46.8891558	1	71	250
1.474509815	41.8891558	1	71	275
1.474509815	41.3891558	1	73	273
1.474509815	43.8891558	1	74	269
1.474509815	43.3891558	1	78	266
1.474509815	44.3891558	1	79	264
1.474509815	49.8891558	1	80	219
1.474509815	44.8891558	1	85	265
1.474509815	46.3891558	1	91	243
1.474509815	45.3891558	1	98	259
1.474509815	42.3891558	1	106	224
1.474509815	45.8891558	1	113	253
1.474509815	42.8891558	1	116	208
1.974509815	48.8891558	1	61	231
1.974509815	48.3891558	1	61	240
1.974509815	47.8891558	1	63	246
1.974509815	49.3891558	1	65	229
1.974509815	47.3891558	1	66	245
1.974509815	46.8891558	1	70	243
1.974509815	43.8891558	1	74	274
1.974509815	49.8891558	1	76	218
1.974509815	41.8891558	1	76	266
1.974509815	50.3891558	1	78	216
1.974509815	43.3891558	1	80	267
1.974509815	50.8891558	1	81	207
1.974509815	44.3891558	1	81	264
1.974509815	44.8891558	1	83	263
1.974509815	41.3891558	0	86	275
1.974509815	45.3891558	1	87	260
1.974509815	46.3891558	1	90	237
1.974509815	45.8891558	1	97	242
1.974509815	42.8891558	1	107	222
1.974509815	42.3891558	1	107	221
2.474509815	48.8891558	1	61	239
2.474509815	48.3891558	1	63	242
2.474509815	49.3891558	1	65	231
2.474509815	47.8891558	1	67	244
2.474509815	49.8891558	1	71	222
2.474509815	47.3891558	1	72	248
2.474509815	43.3891558	1	75	277
2.474509815	46.8891558	1	76	249
2.474509815	50.3891558	1	77	214
2.474509815	50.8891558	1	78	213
2.474509815	41.8891558	1	82	260
2.474509815	43.8891558	1	83	268
2.474509815	44.8891558	1	84	259
2.474509815	44.3891558	1	84	258
2.474509815	46.3891558	1	89	239
2.474509815	45.3891558	1	92	246
2.474509815	42.3891558	1	100	239
2.474509815	45.8891558	1	104	218
2.474509815	42.8891558	1	104	224
2.974509815	48.8891558	1	60	243
2.974509815	49.3891558	1	61	234
2.974509815	48.3891558	1	64	244
2.974509815	49.8891558	1	65	227
2.974509815	47.8891558	1	69	246
2.974509815	50.3891558	1	70	219
2.974509815	50.8891558	1	74	215
2.974509815	47.3891558	1	76	243
2.974509815	46.8891558	1	79	249
2.974509815	43.3891558	1	80	288
2.974509815	44.3891558	1	83	253
2.974509815	42.8891558	0	86	278
2.974509815	43.8891558	1	88	253
2.974509815	46.3891558	1	90	239
2.974509815	44.8891558	1	90	237
2.974509815	42.3891558	1	98	263
2.974509815	45.8891558	1	103	214
2.974509815	45.3891558	1	103	212
2.974509815	39.8891558	0	108	257
2.974509815	41.8891558	0	109	272
3.474509815	49.3891558	1	60	231
3.474509815	48.8891558	1	60	238
3.474509815	49.8891558	1	61	226
3.474509815	48.3891558	1	61	249
3.474509815	50.3891558	1	66	224
3.474509815	50.8891558	1	71	219
3.474509815	47.8891558	1	71	245
3.474509815	47.3891558	1	77	239
3.474509815	51.3891558	1	78	207
3.474509815	46.8891558	1	79	246
3.474509815	43.8891558	1	82	259
3.474509815	46.3891558	1	83	254
3.474509815	44.3891558	1	83	238
3.474509815	45.8891558	1	87	250
3.474509815	43.3891558	0	88	288
3.474509815	45.3891558	1	91	227
3.474509815	44.8891558	1	91	222
3.974509815	49.3891558	1	63	236
3.974509815	49.8891558	1	64	228
3.974509815	48.8891558	1	64	238
3.974509815	48.3891558	1	65	241
3.974509815	47.8891558	1	71	243
3.974509815	50.8891558	1	74	221
3.974509815	51.3891558	1	75	212
3.974509815	47.3891558	1	75	240
3.974509815	50.3891558	1	76	219
3.974509815	46.8891558	1	79	248
3.974509815	44.3891558	1	85	222
3.974509815	44.8891558	1	86	224
3.974509815	46.3891558	1	89	241
3.974509815	45.3891558	1	92	216
3.974509815	43.8891558	1	97	278
3.974509815	45.8891558	1	98	209
4.474509815	48.3891558	1	69	243
4.474509815	49.3891558	1	70	236
4.474509815	48.8891558	1	72	236
4.474509815	50.8891558	1	73	229
4.474509815	47.8891558	1	74	244
4.474509815	51.3891558	1	76	219
4.474509815	46.8891558	1	81	243
4.474509815	47.3891558	1	83	226
4.474509815	44.8891558	1	83	242
4.474509815	45.8891558	1	85	259
4.474509815	46.3891558	1	87	249
4.474509815	45.3891558	1	89	231
4.474509815	49.8891558	1	91	222
4.474509815	50.3891558	1	92	220
4.474509815	44.3891558	1	99	286
4.474509815	43.8891558	1	108	292
4.974509815	48.8891558	1	73	239
4.974509815	49.3891558	1	74	234
4.974509815	47.3891558	1	75	243
4.974509815	51.3891558	1	76	220
4.974509815	50.8891558	1	76	223
4.974509815	46.8891558	1	76	252
4.974509815	48.3891558	1	78	234
4.974509815	46.3891558	1	80	258
4.974509815	51.8891558	1	81	214
4.974509815	47.8891558	1	81	231
4.974509815	45.8891558	1	81	266
4.974509815	52.8891558	1	86	200
4.974509815	49.8891558	1	86	229
4.974509815	45.3891558	1	87	264
4.974509815	50.3891558	1	88	219
4.974509815	52.3891558	1	89	208
4.974509815	44.8891558	1	96	284
4.974509815	43.8891558	1	97	286
4.974509815	44.3891558	1	101	284
5.474509815	51.8891558	1	74	215
5.474509815	51.3891558	1	76	216
5.474509815	48.8891558	1	77	228
5.474509815	52.3891558	1	78	212
5.474509815	47.3891558	1	78	251
5.474509815	50.8891558	1	79	220
5.474509815	46.8891558	1	79	255
5.474509815	49.3891558	1	80	229
5.474509815	46.3891558	1	81	259
5.474509815	52.8891558	0	82	204
5.474509815	47.8891558	1	83	235
5.474509815	43.8891558	1	83	280
5.474509815	48.3891558	1	84	227
5.474509815	45.8891558	1	85	267
5.474509815	50.3891558	1	86	217
5.474509815	44.3891558	1	91	269
5.474509815	44.8891558	1	93	254
5.474509815	45.3891558	1	96	251
5.474509815	49.8891558	1	114	219
5.474509815	59.3891558	0	179	162
5.474509815	60.3891558	0	249	175
5.474509815	60.8891558	0	280	174
5.474509815	61.3891558	0	303	158
5.474509815	61.8891558	0	307	142
5.974509815	51.8891558	1	73	217
5.974509815	51.3891558	1	74	220
5.974509815	52.3891558	1	77	211
5.974509815	49.3891558	1	78	228
5.974509815	52.8891558	1	79	207
5.974509815	50.8891558	1	80	221
5.974509815	48.8891558	1	80	223
5.974509815	53.3891558	1	84	202
5.974509815	43.8891558	1	84	270
5.974509815	48.3891558	1	86	227
5.974509815	47.8891558	1	89	236
5.974509815	43.3891558	1	90	258
5.974509815	45.8891558	1	91	256
5.974509815	44.3891558	1	91	235
5.974509815	47.3891558	1	94	244
5.974509815	49.8891558	1	95	219
5.974509815	45.3891558	1	98	235
5.974509815	44.8891558	1	98	235
5.974509815	46.8891558	1	102	233
5.974509815	46.3891558	1	113	222
5.974509815	50.3891558	1	127	189
5.974509815	58.8891558	0	192	155
5.974509815	59.8891558	0	241	171
5.974509815	62.3891558	0	271	150
5.974509815	60.3891558	0	286	178
5.974509815	61.8891558	0	311	105
5.974509815	61.3891558	0	328	128
5.974509815	60.8891558	0	356	150
6.474509815	49.3891558	1	71	238
6.474509815	48.8891558	1	74	236
6.474509815	51.8891558	1	77	221
6.474509815	52.3891558	1	78	216
6.474509815	52.8891558	1	79	211
6.474509815	51.3891558	1	79	226
6.474509815	49.8891558	1	79	223
6.474509815	53.3891558	1	81	205
6.474509815	48.3891558	1	87	230
6.474509815	50.8891558	1	89	214
6.474509815	44.3891558	1	92	232
6.474509815	43.8891558	1	95	235
6.474509815	47.8891558	1	96	240
6.474509815	45.8891558	1	96	251
6.474509815	46.3891558	1	97	254
6.474509815	43.3891558	1	100	258
6.474509815	44.8891558	1	101	208
6.474509815	47.3891558	1	106	236
6.474509815	50.3891558	1	107	197
6.474509815	46.8891558	1	126	210
6.474509815	45.3891558	1	130	179
6.474509815	58.8891558	0	229	141
6.474509815	61.8891558	0	247	162
6.474509815	59.3891558	0	255	150
6.474509815	62.3891558	0	256	123
6.474509815	59.8891558	0	283	115
