x	y	spp1	var1	var2
6.474509815	61.3891558	0	298	131
6.474509815	60.8891558	0	315	130
6.974509815	49.8891558	1	71	229
6.974509815	49.3891558	1	72	238
6.974509815	48.8891558	1	74	238
6.974509815	52.3891558	1	78	216
6.974509815	51.8891558	1	80	224
6.974509815	52.8891558	1	81	212
6.974509815	50.8891558	1	81	227
6.974509815	48.3891558	1	85	233
6.974509815	51.3891558	1	86	236
6.974509815	50.3891558	1	102	189
6.974509815	43.8891558	1	104	219
6.974509815	44.8891558	1	106	194
6.974509815	46.8891558	1	111	221
6.974509815	47.8891558	1	114	212
6.974509815	47.3891558	1	116	213
6.974509815	44.3891558	1	117	162
6.974509815	46.3891558	1	121	204
6.974509815	45.3891558	1	127	169
6.974509815	45.8891558	1	178	131
6.974509815	58.3891558	0	209	160
6.974509815	61.8891558	0	220	138
6.974509815	62.3891558	0	221	120
6.974509815	58.8891558	0	221	152
6.974509815	59.8891558	0	224	152
6.974509815	61.3891558	0	228	143
6.974509815	59.3891558	0	233	121
6.974509815	60.8891558	0	242	122
6.974509815	60.3891558	0	244	107
7.474509815	50.3891558	1	76	211
7.474509815	49.8891558	1	77	217
7.474509815	49.3891558	1	78	230
7.474509815	52.3891558	1	79	216
7.474509815	50.8891558	1	79	226
7.474509815	48.8891558	1	79	230
7.474509815	51.8891558	1	80	223
7.474509815	53.3891558	1	82	211
7.474509815	52.8891558	1	82	212
7.474509815	47.8891558	1	84	247
7.474509815	51.3891558	1	91	215
7.474509815	44.8891558	1	93	239
7.474509815	48.3891558	1	97	217
7.474509815	46.3891558	1	111	202
7.474509815	44.3891558	1	113	173
7.474509815	43.8891558	0	114	253
7.474509815	46.8891558	1	121	203
7.474509815	47.3891558	1	123	206
7.474509815	45.3891558	1	126	172
7.474509815	45.8891558	1	130	171
7.474509815	62.3891558	0	149	158
7.474509815	61.3891558	0	152	155
7.474509815	62.8891558	0	155	162
7.474509815	60.8891558	0	183	108
7.474509815	59.8891558	0	183	117
7.474509815	60.3891558	0	184	108
7.474509815	59.3891558	0	190	116
7.474509815	61.8891558	0	191	89
7.474509815	58.3891558	0	191	161
7.474509815	58.8891558	0	195	136
7.974509815	50.3891558	1	70	219
7.974509815	49.8891558	1	74	214
7.974509815	49.3891558	1	77	226
7.974509815	48.8891558	1	78	245
7.974509815	52.3891558	1	80	218
7.974509815	51.8891558	1	80	221
7.974509815	53.3891558	1	81	205
7.974509815	50.8891558	1	83	214
7.974509815	52.8891558	1	87	211
7.974509815	44.8891558	1	89	279
7.974509815	48.3891558	1	90	251
7.974509815	51.3891558	1	99	206
7.974509815	45.3891558	1	107	279
7.974509815	44.3891558	1	107	199
7.974509815	61.3891558	0	114	139
7.974509815	47.3891558	1	118	234
7.974509815	47.8891558	1	125	202
7.974509815	45.8891558	1	126	186
7.974509815	59.8891558	0	133	134
7.974509815	60.3891558	0	134	128
7.974509815	62.8891558	0	139	166
7.974509815	60.8891558	0	141	106
7.974509815	59.3891558	0	143	139
7.974509815	46.8891558	1	148	173
7.974509815	61.8891558	0	151	87
7.974509815	62.3891558	0	157	88
7.974509815	58.8891558	0	161	150
7.974509815	58.3891558	0	170	172
7.974509815	46.3891558	1	188	86
8.474509815	50.3891558	1	65	227
8.474509815	49.8891558	1	67	236
8.474509815	50.8891558	1	75	222
8.474509815	49.3891558	1	76	247
8.474509815	53.3891558	1	78	212
8.474509815	52.8891558	1	84	213
8.474509815	62.3891558	0	85	146
8.474509815	52.3891558	1	86	217
8.474509815	48.8891558	1	87	249
8.474509815	51.8891558	1	88	219
8.474509815	61.8891558	0	94	125
8.474509815	44.8891558	1	97	266
8.474509815	55.8891558	1	99	187
8.474509815	45.3891558	1	100	279
8.474509815	61.3891558	0	101	125
8.474509815	56.3891558	1	103	184
8.474509815	60.8891558	0	107	130
8.474509815	48.3891558	1	108	221
8.474509815	59.8891558	0	110	147
8.474509815	51.3891558	1	110	197
8.474509815	44.3891558	0	111	223
8.474509815	60.3891558	0	115	128
8.474509815	45.8891558	1	117	251
8.474509815	59.3891558	0	123	145
8.474509815	47.8891558	1	131	200
8.474509815	58.8891558	0	132	180
8.474509815	47.3891558	1	144	222
8.474509815	58.3891558	0	163	178
8.474509815	46.3891558	1	174	121
8.474509815	46.8891558	1	186	121
8.974509815	50.3891558	1	68	245
8.974509815	50.8891558	1	73	226
8.974509815	53.3891558	1	80	215
8.974509815	39.3891558	0	80	296
8.974509815	49.3891558	1	82	247
8.974509815	61.3891558	0	83	165
8.974509815	49.8891558	1	83	230
8.974509815	52.8891558	1	84	215
8.974509815	51.8891558	1	84	219
8.974509815	52.3891558	1	85	217
8.974509815	62.3891558	0	86	151
8.974509815	60.8891558	0	92	165
8.974509815	54.8891558	1	92	195
8.974509815	41.8891558	1	94	261
8.974509815	56.3891558	1	95	193
8.974509815	55.3891558	1	96	197
8.974509815	59.8891558	0	98	180
8.974509815	55.8891558	1	98	195
8.974509815	60.3891558	0	99	163
8.974509815	48.8891558	1	100	229
8.974509815	48.3891558	1	105	229
8.974509815	51.3891558	1	106	198
8.974509815	42.3891558	1	106	235
8.974509815	59.3891558	0	107	175
8.974509815	61.8891558	0	111	106
8.974509815	47.8891558	1	112	234
8.974509815	39.8891558	0	114	280
8.974509815	58.8891558	0	117	183
8.974509815	40.8891558	0	118	277
8.974509815	62.8891558	0	119	110
8.974509815	45.3891558	1	120	284
8.974509815	45.8891558	1	128	269
8.974509815	44.8891558	1	136	264
8.974509815	47.3891558	1	137	230
8.974509815	40.3891558	0	140	284
8.974509815	63.3891558	0	143	144
8.974509815	46.3891558	1	161	186
8.974509815	46.8891558	1	210	86
9.474509815	39.3891558	0	51	293
9.474509815	52.8891558	1	77	221
9.474509815	50.8891558	1	78	222
9.474509815	53.3891558	1	79	217
9.474509815	50.3891558	1	79	229
9.474509815	51.3891558	1	81	219
9.474509815	49.8891558	1	81	237
9.474509815	49.3891558	1	81	246
9.474509815	56.8891558	1	83	194
9.474509815	52.3891558	1	83	213
9.474509815	61.8891558	0	84	173
9.474509815	53.8891558	1	84	213
9.474509815	56.3891558	1	86	194
9.474509815	51.8891558	1	88	209
9.474509815	39.8891558	0	91	287
9.474509815	42.3891558	1	92	252
9.474509815	61.3891558	0	93	156
9.474509815	59.3891558	0	93	197
9.474509815	54.8891558	1	93	197
9.474509815	54.3891558	1	93	208
9.474509815	48.8891558	1	93	231
9.474509815	55.8891558	1	95	191
9.474509815	55.3891558	1	95	197
9.474509815	40.8891558	0	95	278
9.474509815	60.3891558	0	97	180
9.474509815	59.8891558	0	98	184
9.474509815	60.8891558	0	99	158
9.474509815	62.8891558	0	109	119
9.474509815	62.3891558	0	110	115
9.474509815	47.8891558	1	114	240
9.474509815	40.3891558	0	114	278
9.474509815	48.3891558	1	116	220
9.474509815	45.3891558	1	116	290
9.474509815	45.8891558	1	121	275
9.474509815	44.8891558	1	131	231
9.474509815	47.3891558	1	150	204
9.474509815	46.3891558	1	160	152
9.474509815	46.8891558	1	164	173
9.974509815	52.8891558	1	72	226
9.974509815	52.3891558	1	75	222
9.974509815	56.3891558	1	76	194
9.974509815	57.3891558	1	77	197
9.974509815	56.8891558	1	77	193
9.974509815	53.3891558	1	78	222
9.974509815	55.8891558	0	79	194
9.974509815	49.8891558	1	79	234
9.974509815	50.8891558	1	80	217
9.974509815	50.3891558	1	81	227
9.974509815	53.8891558	1	83	217
9.974509815	54.8891558	0	85	197
9.974509815	51.8891558	1	85	213
9.974509815	54.3891558	1	86	210
9.974509815	49.3891558	1	86	231
9.974509815	59.3891558	0	89	194
9.974509815	59.8891558	0	91	201
9.974509815	48.8891558	1	91	231
9.974509815	60.8891558	0	92	192
9.974509815	61.8891558	0	93	160
9.974509815	60.3891558	0	93	201
9.974509815	61.3891558	0	94	165
9.974509815	51.3891558	1	100	198
9.974509815	45.3891558	1	101	297
9.974509815	62.8891558	0	102	134
9.974509815	62.3891558	0	102	135
9.974509815	45.8891558	1	103	279
9.974509815	48.3891558	1	105	230
9.974509815	44.8891558	1	113	260
9.974509815	44.3891558	1	121	264
9.974509815	63.8891558	0	127	160
9.974509815	47.8891558	1	132	219
9.974509815	47.3891558	1	149	176
9.974509815	46.8891558	1	150	143
9.974509815	46.3891558	1	158	104
10.47450982	56.3891558	1	64	198
10.47450982	55.3891558	0	70	199
10.47450982	57.3891558	1	71	194
10.47450982	52.8891558	1	71	227
10.47450982	50.3891558	1	73	235
10.47450982	49.8891558	1	74	239
10.47450982	53.3891558	1	75	228
10.47450982	52.3891558	1	76	223
10.47450982	53.8891558	1	78	220
10.47450982	54.3891558	1	80	206
10.47450982	50.8891558	1	83	210
10.47450982	60.8891558	0	86	210
10.47450982	49.3891558	1	87	225
10.47450982	61.3891558	0	88	183
10.47450982	59.3891558	0	88	196
10.47450982	51.8891558	1	88	211
10.47450982	51.3891558	1	88	206
10.47450982	62.3891558	0	92	154
10.47450982	60.3891558	0	93	203
10.47450982	45.3891558	1	95	291
10.47450982	62.8891558	0	96	143
10.47450982	61.8891558	0	97	152
